FORMATION,Calibre (CALI),Resistividad Media (RMED),Resistividad Profunda (RDEP),Densidad Total (RHOB),Rayos Gamma (GR),Factor Fotoeléctrico (PEF),Lentitud Compresional (DTC),Potencial Espontáneo (SP),Resistividad de Zona Lavada (RXO),Porosidad de Densidad (PHID),Volumen de Arcilla (VSH),TARGET,TARGET_BINARIO
Statfjord Fm.,8.9500303268,6.2274022102,5.2642798424,2.5115756989,50.49118042,3.7119779587,73.178024292,51.125183105,11.526727676,0.08389351581818165,0.4682215098306594,JUSTO,RESERVORIO
Statfjord Fm.,8.9424209595,8.191075325,5.6595005989,2.5334122181,38.335681915,3.9438943863,70.633789063,51.152202606,19.953687668,0.07065926175757567,0.25610920606513626,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9379997253,12.886573792,6.0868916512,2.5441610813,26.16708374,4.1318325996,67.903968811,51.285427094,33.457244873,0.06414479921212118,0.0437683142922084,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9379997253,22.830459595,6.61297369,2.5366261005,20.385660172,4.2573456764,65.785049438,50.877277374,33.282215118,0.06871145424242424,0.0,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9379997253,32.000007629,7.2024879456,2.5242910385,18.349464417,4.2379813194,66.90750885,50.898311615,23.936841965,0.0761872493939394,0.0,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9379997253,27.649049759,7.6669926643,2.5102403164,19.731912613,4.0338101387,68.029975891,51.307449341,16.056406021,0.08470283854545449,0.0,JUSTO,RESERVORIO
Statfjord Fm.,8.9379997253,17.03099823,7.7389984131,2.4882142544,20.970941544,3.7304580212,70.13394165,50.758968353,11.173481941,0.09805196703030306,0.0,JUSTO,RESERVORIO
Statfjord Fm.,8.9379997253,11.545129776,7.314576149,2.4577996731,26.182104111,3.5094716549,73.775047302,49.82025528,7.8366384506,0.11648504660606068,0.04403041835111744,JUSTO,RESERVORIO
Statfjord Fm.,8.9460496902,8.6974973679,6.7223343849,2.4459223747,36.601100922,3.5043349266,76.841911316,50.555500031,6.6542487144,0.12368340927272732,0.22584093114890988,BUENA,RESERVORIO
Statfjord Fm.,8.9610004425,7.1718063354,6.205186367,2.4710698128,51.284614563,3.7195291519,78.756004333,51.238780975,6.4958043098,0.10844253769696956,0.4820668608780662,JUSTO,RESERVORIO
Statfjord Fm.,8.9637517929,6.6494517326,5.8591480255,2.5127820969,67.001579285,3.9462637901,78.870048523,52.217998505,8.6038789749,0.08316236551515141,0.7563264146111837,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9717330933,7.4128499031,5.5246605873,2.529851675,75.867149353,3.9848771095,78.067245483,52.64503479,13.101345062,0.0728171666666665,0.9110297770890474,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9793758392,9.4552183151,5.153134346,2.5056788921,80.81124115,3.9084966183,76.786888123,53.043781281,15.553442001,0.08746733812121198,0.9973037131730776,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9816408157,10.585613251,4.787109375,2.4688544273,80.370285034,3.8491134644,76.50202179,51.96516037,14.586623192,0.10978519557575743,0.9896090704905268,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9770002365,9.4092578888,4.4325270653,2.4486446381,80.002349854,3.8116004467,76.876174927,51.217254639,8.9275197983,0.12203355266666649,0.9831886362620103,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9664077759,7.6138329506,4.0615353584,2.4476704597,81.08392334,3.7391633987,77.2918396,50.304244995,7.5164642334,0.12262396381818186,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9348087311,6.4042043686,3.6827533245,2.4579730034,81.403648376,3.5759153366,77.707588196,49.221439362,8.0375471115,0.116379997939394,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9139995575,5.1731557846,3.3392601013,2.4597346783,73.341400146,3.2994370461,78.57219696,48.39151001,6.3410611153,0.11531231618181825,0.8669556913729952,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9139995575,4.0350227356,3.0730912685,2.4408991337,52.758235931,3.1757643223,80.8960495,47.070571899,4.3317790031,0.12672779775757578,0.5077814149225597,POBRE,NO_RESERVORIO
Statfjord Fm.,8.9191255569,3.3902659416,2.9217395782,2.4203231335,31.964454651,3.404150486,83.194206238,45.557811737,4.0058917999,0.13919810090909077,0.14493189052971295,JUSTO,RESERVORIO
Statfjord Fm.,8.9325494766,3.2492210865,2.8672449589,2.4257957935,20.746429443,4.0442023277,84.564613342,44.89988327,4.0688900948,0.1358813372727273,0.0,JUSTO,RESERVORIO
Statfjord Fm.,8.9402217865,3.4245512486,2.8718254566,2.4350476265,20.333450317,4.7239232063,84.746025085,45.007648468,4.4448122978,0.1302741657575758,0.0,JUSTO,RESERVORIO
Statfjord Fm.,8.9475212097,3.948923111,2.9537050724,2.4270112514,22.407939911,4.9449391365,81.351966858,47.422477722,5.3649802208,0.13514469612121197,0.0,JUSTO,RESERVORIO
Statfjord Fm.,8.9604988098,5.3108839989,3.1382987499,2.4102506638,24.165897369,4.8421225548,75.859642029,48.503379822,8.9766988754,0.14530262800000004,0.008847800646274892,JUSTO,RESERVORIO
Statfjord Fm.,8.9816360474,8.473531723,3.4020364285,2.4084908962,25.572582245,4.7882637978,71.245452881,48.390464783,16.872310638,0.14636915381818177,0.03339431921132977,JUSTO,RESERVORIO
Statfjord Fm.,8.9919996262,12.785310745,3.6775512695,2.4260685444,25.613023758,4.8394203186,68.808227539,50.544307709,21.028110504,0.1357160336969696,0.03410001980326066,JUSTO,RESERVORIO
Statfjord Fm.,8.9919996262,14.213288307,4.0832138062,2.4348275661,24.447431564,4.9837517738,69.70753479,51.323951721,19.074134827,0.1304075356969696,0.013760545826216143,JUSTO,RESERVORIO
Statfjord Fm.,8.9992551804,11.733011246,4.6219053268,2.4365813732,21.390213013,5.0045008659,74.526145935,53.468593597,7.1227927208,0.12934462230303018,0.0,JUSTO,RESERVORIO
Statfjord Fm.,9.0369710922,8.3620681763,5.0684833527,2.4292025566,22.575408936,4.8866977692,79.486305237,55.514858246,6.5802073479,0.13381663236363633,0.0,BUENA,RESERVORIO
Statfjord Fm.,9.1022920609,6.0909981728,5.2553362846,2.4223339558,31.882175446,4.8640751839,81.166770935,56.954509735,6.6870470047,0.13797942072727262,0.14349612615383264,BUENA,RESERVORIO
Statfjord Fm.,9.1615762711,4.94024086,5.2038383484,2.4154119492,49.555606842,4.9907073975,79.529891968,59.302692413,8.8018255234,0.1421745762424241,0.4518958390331924,JUSTO,RESERVORIO
Statfjord Fm.,9.2290849686,5.2025585175,5.0473661423,2.4116663933,65.989784241,6.1565470695,76.296760559,61.224845886,9.438536644,0.14444461012121207,0.7386706864126978,POBRE,NO_RESERVORIO
Statfjord Fm.,9.4380044937,6.5728883743,4.7208819389,2.401954174,71.793395996,7.9568161964,74.061317444,62.825790405,4.0063996315,0.15033080363636353,0.8399431647900643,POBRE,NO_RESERVORIO
Statfjord Fm.,10.073605537,7.023733139,4.4221692085,2.3997106552,74.366134644,10.205668449,75.821395874,63.930980682,1.7686345577,0.15169051200000006,0.8848372118247793,POBRE,NO_RESERVORIO
Statfjord Fm.,10.530704498,4.6364893913,4.2252187729,2.4232497215,77.254646301,10.5,77.204116821,64.679290771,2.2780964375,0.1374244112121212,0.9352414681181609,POBRE,NO_RESERVORIO
Statfjord Fm.,10.282343864,3.5544817448,4.0071063042,2.4297840595,79.51348877,10.5,80.952667236,65.427261353,2.5560297966,0.1334642063636362,0.9746580564008964,POBRE,NO_RESERVORIO
Statfjord Fm.,10.421310425,3.5500507355,3.7686362267,2.398401022,80.198387146,10.5,83.376319885,65.968002319,2.77947855,0.15248422909090914,0.9866094685391045,POBRE,NO_RESERVORIO
Statfjord Fm.,10.564106941,3.3547356129,3.531036377,2.3238286972,75.589363098,10.5,84.58757782,66.036338806,2.6236479282,0.1976795774545453,0.9061824331090198,POBRE,NO_RESERVORIO
Statfjord Fm.,10.838181496,3.4682891369,3.3219144344,2.2731812,71.551841736,10.5,85.238426208,66.082458496,1.3530253172,0.22837503030303039,0.8357280657094383,POBRE,NO_RESERVORIO
Statfjord Fm.,10.84616375,3.4577739239,3.1753587723,2.3086349964,65.430160522,10.5,89.334121704,65.852416992,0.9973376393,0.20688788096969699,0.7289053052372493,POBRE,NO_RESERVORIO
Statfjord Fm.,10.835104942,3.5248532295,3.1731359959,2.3790681362,60.520385742,8.2779655457,87.204544067,66.218002319,1.4468138218,0.16420112957575758,0.6432301978669274,POBRE,NO_RESERVORIO
Statfjord Fm.,10.531730652,3.9659814835,3.4961109161,2.4048314095,59.780773163,5.3317117691,84.113883972,66.218002319,2.0032577515,0.14858702454545458,0.6303240280408918,POBRE,NO_RESERVORIO
Statfjord Fm.,9.7770214081,4.6719579697,3.7840135098,2.3648209572,60.113780975,5.8212952614,80.592247009,66.348236084,4.9957823753,0.17283578351515141,0.6361349829882501,POBRE,NO_RESERVORIO
Statfjord Fm.,9.6214456558,4.8522715569,3.8571717739,2.3004655838,64.175704956,9.1598787308,80.402565002,66.653450012,8.6534671783,0.21183904012121216,0.7070151737904566,POBRE,NO_RESERVORIO
Statfjord Fm.,9.5271205902,5.0088839531,3.9649779797,2.2769396305,68.342094421,10.5,81.541542053,66.468002319,11.379806519,0.2260971936363637,0.7797182774469656,POBRE,NO_RESERVORIO
Statfjord Fm.,9.6187801361,5.6071619987,4.1929211617,2.2748231888,72.176498413,10.5,85.274536133,66.531028748,7.2866325378,0.22737988557575747,0.8466282658753538,POBRE,NO_RESERVORIO
Statfjord Fm.,10.065973282,6.9551148415,4.3024773598,2.2955546379,70.138687134,10.5,81.798477173,66.905380249,2.4542489052,0.2148153709696969,0.811068651035184,POBRE,NO_RESERVORIO
Statfjord Fm.,10.634972572,7.8744196892,4.7924566269,2.3317246437,66.750106812,10.5,74.406555176,67.715583801,1.2518490553,0.19289415533333337,0.7519382436480838,POBRE,NO_RESERVORIO
Statfjord Fm.,10.472470284,7.2895979881,5.8197665215,2.3525307178,60.051136017,10.5,75.668281555,68.406768799,1.0918611288,0.18028441345454535,0.6350418343728141,POBRE,NO_RESERVORIO
Statfjord Fm.,10.342333794,5.8236627579,6.6511902809,2.3208165169,61.027671814,10.5,82.817764282,68.338737488,1.2264074087,0.19950514127272728,0.6520822920328575,POBRE,NO_RESERVORIO
Statfjord Fm.,9.5389995575,5.2364521027,6.1814022064,2.2149357796,63.275970459,6.6857690811,93.656028748,68.658203125,5.1531653404,0.26367528509090893,0.6913148915801068,POBRE,NO_RESERVORIO
Statfjord Fm.,9.5556983948,5.266875267,5.3438754082,2.0993471146,68.979484558,3.7589390278,105.49095917,68.4087677,14.14730072,0.3337290214545454,0.7908406752902857,POBRE,NO_RESERVORIO
Statfjord Fm.,9.6772899628,7.0243878365,4.8062949181,2.0422911644,69.179969788,2.5597510338,109.7478714,68.394020081,12.324375153,0.3683083852121212,0.794339123666448,POBRE,NO_RESERVORIO
Statfjord Fm.,9.8121070862,8.8037042618,4.8617010117,2.0474891663,67.27999115,2.1530735493,107.51065063,69.548164368,6.3709597588,0.36515808103030295,0.7611846754267737,POBRE,NO_RESERVORIO
Statfjord Fm.,9.525677681,7.7018551826,5.3152770996,2.0800995827,62.953578949,2.2249996662,105.26857758,71.125137329,6.070602417,0.3453941923030303,0.6856891901025066,POBRE,NO_RESERVORIO
Statfjord Fm.,9.4740400314,6.4054870605,5.8154945374,2.118168354,65.517326355,2.6609339714,104.87037659,69.968002319,7.6420717239,0.3223222096969698,0.7304263408113696,POBRE,NO_RESERVORIO
Statfjord Fm.,9.359000206,6.2556619644,6.1098194122,2.1679604053,70.541358948,3.4932980537,105.8429184,70.024017334,8.0688877106,0.2921452089090908,0.8180952362545273,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3607873917,6.0934934616,6.1562213898,2.2279901505,77.232460022,4.851249218,104.2885437,70.384094238,8.8546037674,0.255763545151515,0.9348543196397386,POBRE,NO_RESERVORIO
Statfjord Fm.,9.387755394,6.3431539536,5.8792667389,2.3180673122,78.959396362,7.3734784126,101.00798798,71.022491455,7.1655364037,0.2011713259393938,0.9649891960813036,POBRE,NO_RESERVORIO
Statfjord Fm.,9.4948987961,5.8039684296,5.5081586838,2.4297275543,77.505813599,10.5,94.642166138,71.218002319,5.4626502991,0.13349845193939397,0.9396243138062608,POBRE,NO_RESERVORIO
Statfjord Fm.,9.6675338745,5.6131134033,4.8046741486,2.5470740795,73.125190735,10.5,87.177436829,71.164642334,3.6533997059,0.06237934575757559,0.8631828575197287,POBRE,NO_RESERVORIO
Statfjord Fm.,9.8851947784,5.2443580627,4.3012051582,2.6303834915,67.858047485,10.5,85.547836304,70.757156372,3.2830204964,0.011888793030303008,0.7712717040149201,POBRE,NO_RESERVORIO
Statfjord Fm.,10.006319046,5.0660443306,3.9328472614,2.6527388096,64.632667542,10.5,83.743629456,70.27898407,2.3019425869,0.0,0.7149891278665679,POBRE,NO_RESERVORIO
Statfjord Fm.,10.051667213,4.8698592186,3.755459547,2.645106554,62.30638504,10.105065346,84.050842285,71.621803284,2.3411068916,0.0029657248484848964,0.6743957173613816,POBRE,NO_RESERVORIO
Statfjord Fm.,10.285159111,4.4615383148,3.583122015,2.6354310513,62.274662018,9.0284824371,88.325920105,72.268707275,2.2928292751,0.008829665878787897,0.673842153616048,POBRE,NO_RESERVORIO
Statfjord Fm.,10.523077965,4.2530026436,3.5176362991,2.6438302994,62.641777039,9.0155010223,92.620948792,72.5181427,1.6858085394,0.003739212484848549,0.68024827614728,POBRE,NO_RESERVORIO
Statfjord Fm.,10.695877075,4.3084411621,3.4623887539,2.6609873772,64.131721497,8.9163389206,89.927528381,72.569519043,1.6740316153,0.0,0.7062476665745059,POBRE,NO_RESERVORIO
Statfjord Fm.,9.7307758331,4.2668557167,3.4975266457,2.6848039627,65.505096436,8.5678596497,84.169303894,72.065223694,2.6514439583,0.0,0.7302129298769775,POBRE,NO_RESERVORIO
Statfjord Fm.,9.4890928268,4.3650970459,3.5435044765,2.683806181,73.879722595,8.1662549973,80.298446655,72.371910095,6.2376403809,0.0,0.8763493673936966,POBRE,NO_RESERVORIO
Statfjord Fm.,9.4455900192,4.2062888145,3.5020847321,2.6797440052,82.730812073,7.6881299019,79.686004639,71.968002319,4.1991682053,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3306016922,4.5492258072,3.549456358,2.664485693,87.513633728,7.3882865906,76.510246277,72.061683655,7.3126940727,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.4614543915,4.9938349724,3.8325583935,2.6576266289,84.741699219,7.5471291542,78.04511261,72.422050476,7.2942299843,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.7387151718,5.2861042023,4.1068263054,2.6539852619,85.559165955,7.3473200798,80.103942871,72.036445618,7.6020226479,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.90650177,4.9157752991,4.5150079727,2.6442763805,88.057228088,6.4213814735,81.396347046,71.39730072,7.7418336868,0.0034688603030302353,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.9519672394,4.6845607758,4.8788042068,2.6418931484,92.81237793,5.0882105827,82.424026489,72.129623413,7.8152523041,0.004913243393939407,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.984000206,4.7128648758,5.0897736549,2.6459999084,91.474143982,4.3661756516,80.883636475,71.674705505,7.8447041512,0.0024242979393939595,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.984000206,5.5037140846,5.0430860519,2.6432394981,90.967536926,4.2245569229,77.762771606,71.468002319,8.0453710556,0.004097273878787942,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.8803052902,6.0390572548,4.8780727386,2.6281270981,86.802536011,4.2983689308,76.901687622,71.552337646,9.129067421,0.013256304181818262,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3723115921,6.5352067947,4.6984639168,2.6205120087,90.185501099,4.4116854668,78.291999817,71.843391418,9.2581777573,0.01787150987878782,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3616476059,6.4382991791,4.6849365234,2.633130312,97.204086304,4.5071606636,78.727554321,71.177360535,6.545979023,0.010224053333333262,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3787240982,6.2769737244,4.7236857414,2.6585142612,107.59685516,4.8354196548,79.288116455,70.92792511,6.3531417847,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3956050873,5.8963150978,4.7272391319,2.6520087719,106.25702667,5.0721349716,76.349777222,70.678489685,6.0175690651,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3830003738,5.7312760353,4.9671049118,2.6286392212,100.58630371,4.9852137566,76.284805298,70.740623474,4.0207576752,0.012945926545454602,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3830003738,5.7611651421,5.2706441879,2.6170859337,94.280784607,4.6207551956,72.795349121,72.218002319,7.8825960159,0.019947918969697,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3805580139,5.6084308624,5.5122995377,2.6262052059,91.261703491,4.1765599251,71.457885742,72.218002319,12.263472557,0.014421087333333377,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3669996262,5.8980922699,5.681476593,2.6459372044,85.741889954,4.1811766624,73.888237,72.2917099,11.72069931,0.002462300363636298,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3658256531,6.3847236633,6.0389285088,2.6593482494,78.194107056,4.6153292656,73.011520386,72.681716919,16.140787125,0.0,0.9516349697880743,POBRE,NO_RESERVORIO
Statfjord Fm.,9.359000206,7.7572898865,6.3177189827,2.6718440056,68.782279968,5.1837396622,71.859817505,72.218330383,20.059703827,0.0,0.7873994737730604,POBRE,NO_RESERVORIO
Statfjord Fm.,9.359000206,10.322993279,6.8303337097,2.6631536484,61.811393738,5.3161354065,73.321006775,70.718002319,16.967014313,0.0,0.6657581657736842,POBRE,NO_RESERVORIO
Statfjord Fm.,9.356924057,14.217741966,7.250275135,2.6511695385,59.261058807,4.9814605713,74.165161133,70.683807373,13.152663231,0.0,0.621255061490007,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,17.078887939,7.4833889008,2.6474974155,63.824069977,4.6757283211,76.937171936,70.367103577,7.5493674278,0.0015167178787877202,0.7008791765337788,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,13.766293526,7.745742321,2.6591420174,75.285614014,4.5822377205,78.493156433,69.61895752,6.8666257858,0.0,0.9008820402088515,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3450508118,9.9756116867,7.7977490425,2.672211647,86.0859375,4.4801139832,81.088539124,69.224822998,8.7561092377,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3509778976,7.932598114,7.2805924416,2.6650836468,95.202667236,4.4140777588,82.052848816,71.188774109,13.065608025,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,7.6233043671,6.8353414536,2.6511213779,99.921562195,4.4062523842,78.93724823,72.56312561,7.5349521637,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,6.6131014824,6.5276956558,2.6451232433,98.581672668,4.3805136681,78.422973633,71.28553772,8.6948919296,0.0029556101212120447,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3430318832,6.5019359589,6.3229060173,2.646725893,91.758361816,4.309841156,77.587654114,70.14679718,7.1945800781,0.0019843072727271202,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3360004425,6.6812477112,6.4714927673,2.6515257359,82.654563904,4.1841554642,75.27772522,71.381355286,11.638175964,0.0,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3350811005,8.2479572296,6.6216363907,2.6461620331,78.996665955,4.1188907623,73.323455811,70.718002319,17.108295441,0.0023260405454545055,0.965639546968055,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3298015594,11.144917488,6.798620224,2.62940979,81.529846191,4.0885052681,71.09854126,70.718002319,15.082333565,0.012478915151515117,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3431167603,13.456420898,7.4617567062,2.6076755524,83.591499329,3.9809763432,71.861206055,70.718002319,11.557374001,0.025651180363636353,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3360004425,13.349949837,7.782055378,2.5974316597,90.820213318,3.7729492188,72.060302734,70.875350952,12.19414711,0.031859600181818264,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3360004425,12.206139565,7.9745497704,2.6018340588,95.275375366,3.5904591084,75.432899475,72.012718201,16.408439636,0.02919147951515135,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3407936096,11.832727432,7.1654624939,2.6104278564,102.01449585,3.6001472473,82.846694946,70.243095398,12.976694107,0.023983117333333366,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3985586166,11.116181374,5.4532866478,2.6228003502,102.93733215,3.8112521172,87.311660767,70.443511963,9.0640096664,0.016484636242424244,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.5519533157,9.4805879593,4.7738800049,2.6210973263,104.99939728,3.9848380089,90.429122925,70.265136719,2.2035388947,0.017516771939393803,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.6845474243,6.0040683746,4.2873744965,2.6209702492,102.73510742,4.0702362061,92.781913757,70.67199707,1.3298680782,0.017593788363636318,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.7921180725,4.1895513535,4.0811977386,2.6076197624,97.350296021,4.4034910202,87.496276855,70.150680542,1.7928589582,0.02568499248484834,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.6639995575,3.4626736641,4.1007037163,2.5695447922,93.113304138,5.0738334656,79.788375854,69.380500793,1.6818422079,0.04876073200000003,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.6375112534,3.4424660206,3.9691810608,2.5265185833,90.009147644,5.522600174,77.54901123,68.659500122,1.7384946346,0.07483722224242412,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3584089279,3.9631228447,3.9226953983,2.5540978909,84.993263245,6.4661927223,76.792221069,70.656959534,3.9383101463,0.05812249036363628,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.351354599,4.6683330536,4.1056542397,2.5697944164,79.020690918,8.0138235092,77.058258057,69.888870239,9.4794054031,0.048609444606060453,0.9660587803090583,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,6.2791957855,4.408744812,2.6110379696,73.052909851,10.5,74.580711365,69.083312988,9.5744886398,0.023613351757575767,0.8619215629033751,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,8.007106781,4.8665852547,2.5904390812,66.415138245,10.5,71.067832947,70.356254578,12.347027779,0.0360975265454545,0.7460930737106946,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,9.3231658936,5.6966662407,2.6205906868,58.057605743,10.5,70.33808136,68.844177246,11.958967209,0.017823826181818155,0.6002549188982642,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,9.8634977341,6.7928295135,2.6275794506,51.495510101,10.5,69.892524719,67.166625977,11.494022369,0.013588211757575786,0.485746968148093,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,10.028687477,7.464343071,2.6212537289,48.547958374,10.5,70.031707764,66.434883118,13.575187683,0.017421982484848317,0.4343124681952655,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,10.239928246,8.194437027,2.6111967564,48.891716003,10.5,68.930374146,65.983970642,14.97249794,0.023517117333333257,0.4403110064365537,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3439998627,10.792684555,8.7207527161,2.6145691872,51.004528046,10.5,71.665985107,66.233032227,16.723241806,0.021473219878787905,0.4771793775428419,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3435239792,11.197753906,8.3957700729,2.6232972145,59.24281311,10.5,74.2290802,66.511405945,12.104523659,0.016183506363636326,0.62093667579625,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3360004425,11.324706078,8.2371473312,2.6282289028,64.459938049,10.5,75.710494995,67.13457489,11.159994125,0.01319460436363625,0.7119750144862398,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3364400864,10.869009018,8.2877349854,2.6322197914,71.140869141,10.5,73.034355164,65.82472229,11.510510445,0.010775884000000043,0.828556632643646,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3435783386,10.805529594,8.2585678101,2.636105299,73.757331848,10.5,73.657943726,67.743515015,18.550933838,0.008421030909090847,0.8742136603887495,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3364038467,11.496305466,8.1238412857,2.6381511688,77.278358459,10.5,74.212219238,68.206192017,16.415950775,0.007181109818181831,0.935655243041383,POBRE,NO_RESERVORIO
Statfjord Fm.,9.343626976,11.05036068,8.1016273499,2.6410000324,77.504333496,10.5,73.599006653,67.990493774,16.709133148,0.005454525818181746,0.9395984861483484,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3367099762,9.4568519592,8.0898323059,2.6410887241,70.941368103,10.5,75.658256531,68.446632385,7.2385215759,0.005400773272727316,0.8250753583251649,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3526315689,8.1191129684,8.0026512146,2.642537117,65.735366821,10.5,76.338180542,67.947799683,14.107335091,0.004522959393939447,0.7342311264018861,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3685503006,10.20296669,8.0608129501,2.6316819191,68.352348328,10.5,75.470176697,67.440536499,9.0611248016,0.011101867212121133,0.7798972071581144,POBRE,NO_RESERVORIO
Statfjord Fm.,9.4088048935,12.064638138,7.9751300812,2.6237843037,71.241394043,10.5,74.718528748,66.718002319,4.0742316246,0.015888300787878777,0.8303107827132834,POBRE,NO_RESERVORIO
Statfjord Fm.,9.4795513153,11.442753792,7.0642366409,2.6180336475,81.159912109,10.5,73.963478088,66.742080688,3.1430976391,0.01937354696969698,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.3569068909,9.9833526611,6.1985769272,2.6189684868,84.140449524,10.371761322,76.511795044,67.468002319,6.2471580505,0.018806977696969613,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.5096035004,8.4915161133,5.8007559776,2.6181750298,90.420555115,9.0772018433,76.987953186,67.45500946,6.4039597511,0.019287860727272576,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.5645704269,7.659963131,5.2801299095,2.6241521835,91.980743408,7.7428207397,80.79750061,66.950202942,6.3302488327,0.015665343333333206,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.6271696091,7.0067667961,4.7780532837,2.630023241,93.518264771,7.1521940231,82.596153259,66.201896667,6.1044077873,0.01210712666666664,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.7202911377,5.4535522461,4.4794611931,2.6309583187,88.772270203,7.0021986961,81.346366882,65.463195801,5.9097499847,0.011540412909090945,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.7817239761,4.5308866501,4.263381958,2.6289258003,78.132621765,6.7057085037,80.060340881,65.213768005,5.8981480598,0.012772242242424322,0.9505620572525384,POBRE,NO_RESERVORIO
Statfjord Fm.,9.8201303482,4.1060709953,4.123290062,2.6248044968,81.940208435,6.2655563354,83.243896484,64.97127533,5.9076609612,0.015270001939393922,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.829369545,4.353208065,4.0190162659,2.6124272346,89.800857544,5.8113007545,82.853210449,65.215293884,6.0088715553,0.022771372969696828,1.0,POBRE,NO_RESERVORIO
Statfjord Fm.,9.9318628311,4.4545350075,3.9418358803,2.5665309429,103.73025513,5.4767112732,81.116081238,64.955116272,6.0500688553,0.05058730733333325,1.0,POBRE,NO_RESERVORIO
